"DAY_OF_WEEK","CARRIER","ORIGIN_AIRPORT_ID","DEST_AIRPORT_ID","DEP_TIME","WEATHER_DELAY",
1,"AA",12478,12892,"0855",,
1,"AA",12478,12892,"0854",,
1,"AA",12478,12892,"0859",,
1,"AA",12478,12892,"0853",,
1,"AA",12892,12478,"0854",,
1,"AA",12892,12478,"0901",,
1,"AA",12892,12478,"0906",,
1,"AA",12892,12478,"0854",,
1,"AA",12478,12892,"1209",,
1,"AA",12478,12892,"1149",,
1,"AA",12478,12892,"1150",,
1,"AA",12478,12892,"1156",,
1,"AA",12892,12478,"1234",,
1,"AA",12892,12478,"1228",,
1,"AA",12892,12478,"1232",,
1,"AA",12892,12478,"1225",,
1,"AA",12892,12478,"2149",,
1,"AA",12892,12478,"2155",,
1,"AA",12892,12478,"2205",,
1,"AA",12892,12478,"2155",0.00,
1,"AA",12478,14771,"1055",,
1,"AA",12478,14771,"1059",,
1,"AA",12478,14771,"1059",,
1,"AA",12478,14771,"1056",,
1,"AA",14771,12478,"1238",0.00,
1,"AA",14771,12478,"1224",,
1,"AA",14771,12478,"1221",,
1,"AA",14771,12478,"1231",,
1,"AA",14771,12478,"2225",,
1,"AA",14771,12478,"2232",0.00,
1,"AA",14771,12478,"2225",,
1,"AA",14771,12478,"2222",,
1,"AA",12478,12892,"1036",,
1,"AA",12478,12892,"1026",,
1,"AA",12478,12892,"1023",,
1,"AA",12478,12892,"1026",,
1,"AA",14771,12478,"1540",,
1,"AA",14771,12478,"1544",0.00,
1,"AA",14771,12478,"1700",0.00,
1,"AA",14771,12478,"1549",,
1,"AA",12478,12892,"1759",,
1,"AA",12478,12892,"1755",,
1,"AA",12478,12892,"1750",,
1,"AA",12478,12892,"1754",0.00,
1,"AA",12892,12478,"1459",,
1,"AA",12892,12478,"1502",,
1,"AA",12892,12478,"1459",,
1,"AA",12892,12478,"1457",,
1,"AA",12478,12892,"1956",,
1,"AA",12478,12892,"1951",,
1,"AA",12478,12892,"1958",,
1,"AA",12478,12892,"1955",,
1,"AA",12892,12478,"2309",,
1,"AA",12892,12478,"2312",,
1,"AA",12892,12478,"2313",,
1,"AA",12892,12478,"2309",,
1,"AA",12892,12478,"1311",,
1,"AA",12892,12478,"1312",,
1,"AA",12892,12478,"1325",,
1,"AA",12892,12478,"1312",,
1,"AA",12478,12892,"0827",,
1,"AA",12478,12892,"0800",,
1,"AA",12478,12892,"0759",,
1,"AA",12478,12892,"0819",,
1,"AA",12892,12478,"0754",,
1,"AA",12892,12478,"0754",,
1,"AA",12892,12478,"0758",,
1,"AA",12892,12478,"0755",,
1,"AA",12892,12478,"0957",,
1,"AA",12892,12478,"0957",,
1,"AA",12892,12478,"0957",,
1,"AA",12892,12478,"1004",,
1,"AA",14771,12478,"0806",,
1,"AA",14771,12478,"0755",,
1,"AA",14771,12478,"0759",,
1,"AA",14771,12478,"0801",,
1,"AA",12478,14771,"1721",0.00,
1,"AA",12478,14771,"1608",,
1,"AA",12478,14771,"1746",0.00,
1,"AA",12478,14771,"1613",,
1,"AA",12478,14771,"0757",0.00,
1,"AA",12478,14771,"0735",,
1,"AA",12478,14771,"0750",20.00,
1,"AA",12478,14771,"0731",,
1,"AA",12478,12892,"1422",,
1,"AA",12478,12892,"1430",,
1,"AA",12478,12892,"1617",0.00,
1,"AA",12478,12892,"1427",,
1,"AA",12892,12478,"0656",,
1,"AA",12892,12478,"0655",,
1,"AA",12892,12478,"0721",0.00,
1,"AA",12892,12478,"0700",,
1,"AA",12478,14679,"1806",0.00,
1,"AA",12478,14679,"1805",,
1,"AA",12478,14679,"1806",,
1,"AA",12478,14679,"1803",,
1,"AA",12478,12892,"1557",,
1,"AA",12478,12892,"1559",,
1,"AA",12478,12892,"1608",,
1,"AA",12478,12892,"1554",,
1,"AA",14679,12478,"0755",,
1,"AA",14679,12478,"0755",,
1,"AA",14679,12478,"0759",0.00,
1,"AA",14679,12478,"0805",,
1,"AA",12478,14771,"1839",,
1,"AA",12478,14771,"1832",,
1,"AA",12478,14771,"1944",0.00,
1,"AA",12478,14771,"1835",,
1,"AA",12892,12478,"1610",,
1,"AA",12892,12478,"1611",,
1,"AA",12892,12478,"1618",,
1,"AA",12892,12478,"1613",,
1,"AA",12478,12892,"1654",,
1,"AA",12478,12892,"1655",,
1,"AA",12478,12892,"1705",,
1,"AA",12478,12892,"1659",,
1,"AA",12478,12892,"1853",,
1,"AA",12478,12892,"1854",,
1,"AA",12478,12892,"1900",,
1,"AA",12478,12892,"1857",,
1,"AA",14747,12478,"1131",,
1,"AA",14747,12478,"1428",0.00,
1,"AA",14747,12478,"1130",,
1,"AA",14747,12478,"1133",,
1,"AA",12478,14747,"0724",,
1,"AA",12478,14747,"0718",,
1,"AA",12478,14747,"0722",,
1,"AA",12478,14747,"0720",,
1,"AA",14831,12478,"0831",,
1,"AA",14831,12478,"0840",,
1,"AA",14831,12478,"0830",,
1,"AA",14831,12478,"0830",,
1,"AA",12478,14679,"0710",,
1,"AA",12478,14679,"0700",,
1,"AA",12478,14679,"0649",,
1,"AA",12478,14679,"0655",,
1,"AA",14679,12478,"2211",,
1,"AA",14679,12478,"2204",,
1,"AA",14679,12478,"2215",0.00,
1,"AA",14679,12478,"2210",,
1,"AA",12478,14831,"1600",,
1,"AA",12478,14831,"1558",,
1,"AA",12478,14831,"1600",0.00,
1,"AA",12478,14831,"1552",,
1,"AA",12478,12954,"1650",,
1,"AA",12478,12954,"1647",,
1,"AA",12478,12954,"1657",,
1,"AA",12478,12954,"1652",,
1,"AA",12954,12478,"0727",,
1,"AA",12954,12478,"0727",,
1,"AA",12954,12478,"0730",,
1,"AA",12954,12478,"0726",,
1,"AA",12478,14908,"0749",0.00,
1,"AA",12478,14908,"0729",,
1,"AA",12478,14908,"0727",,
1,"AA",12478,14908,"0726",,
1,"AA",14908,12478,"1153",0.00,
1,"AA",14908,12478,"1140",,
1,"AA",14908,12478,"1142",,
1,"AA",14908,12478,"1144",,
1,"AA",14908,12478,"0749",,
1,"AA",14908,12478,"0749",,
1,"AA",14908,12478,"0751",,
1,"AA",14908,12478,"0912",0.00,
1,"AA",12478,14107,"0811",,
1,"AA",12478,14107,"0758",,
1,"AA",12478,14107,"0801",0.00,
1,"AA",12478,14908,"1634",,
1,"AA",12478,14908,"1633",,
1,"AA",12478,14908,"1642",,
1,"AA",12478,14908,"1633",,
1,"AA",14107,12478,"1224",,
1,"AA",14107,12478,"1226",,
1,"AA",14107,12478,"1235",0.00,
1,"AA",14107,12478,"1244",0.00,
1,"AA",12478,14831,"0711",,
1,"AA",12478,14831,"0700",,
1,"AA",12478,14831,"0659",,
1,"AA",12478,14831,"0700",,
1,"AA",14831,12478,"1139",,
1,"AA",14831,12478,"1133",0.00,
1,"AA",14831,12478,"1134",,
1,"AA",14831,12478,"1132",0.00,
1,"AA",12954,12478,"1154",,
1,"AA",12954,12478,"1151",,
1,"AA",12954,12478,"1213",0.00,
1,"AA",12954,12478,"1151",,
1,"AA",12478,12954,"0757",,
1,"AA",12478,12954,"0728",,
1,"AA",12478,12954,"0820",14.00,
1,"AA",12478,12954,"0725",,
1,"AA",12478,12954,"1824",,
1,"AA",12478,12954,"1813",,
1,"AA",12478,12954,"1839",,
1,"AA",12478,12954,"1816",,
1,"AA",12954,12478,"2112",,
1,"AA",12954,12478,"2110",,
1,"AA",12954,12478,"2121",0.00,
1,"AA",12954,12478,"2105",,
1,"AA",12478,14107,"1800",,
1,"AA",12478,14107,"1802",,
1,"AA",12478,14107,"1803",,
1,"AA",12478,14107,"1811",,
1,"AA",12953,13930,"",,
1,"AA",12953,13930,"0600",0.00,
1,"AA",12953,13930,"0607",,
1,"AA",12953,13930,"0558",,
1,"AA",12953,13930,"0631",,
1,"AA",12953,13930,"0622",,
1,"AA",12953,13930,"0637",,
1,"AA",12953,13930,"0706",0.00,
1,"AA",12953,13930,"",,
1,"AA",12953,13930,"0654",,
1,"AA",12953,13930,"0658",,
1,"AA",12953,13930,"0701",,
1,"AA",12953,13930,"0758",,
1,"AA",12953,13930,"0757",0.00,
1,"AA",12953,13930,"0754",,
1,"AA",12953,13930,"0820",,
1,"AA",12953,13930,"0903",0.00,
1,"AA",12953,13930,"",,
1,"AA",12953,13930,"0829",,
1,"AA",12953,13930,"0826",,
1,"AA",12953,13930,"0859",,
1,"AA",12953,13930,"0855",,
1,"AA",12953,13930,"0900",,
1,"AA",12953,13930,"0857",0.00,
1,"AA",14843,12478,"1949",0.00,
1,"AA",14843,12478,"2126",0.00,
1,"AA",14843,12478,"1827",,
1,"AA",14843,12478,"1820",,
1,"AA",12953,13930,"0954",,
1,"AA",12953,13930,"0955",0.00,
1,"AA",12953,13930,"0956",,
1,"AA",12953,13930,"0955",,
1,"AA",12953,13930,"",,
1,"AA",12953,13930,"",,
1,"AA",12953,13930,"",,
1,"AA",12953,13930,"1058",,
1,"AA",12953,13930,"1153",,
1,"AA",12953,13930,"1157",,
1,"AA",12953,13930,"1212",,
1,"AA",12953,13930,"1153",,
1,"AA",12953,13930,"1253",,
1,"AA",12953,13930,"1256",,
1,"AA",12953,13930,"1255",,
1,"AA",12953,13930,"1252",,
1,"AA",12953,13930,"",,
1,"AA",12953,13930,"1424",0.00,
1,"AA",12953,13930,"1358",,
1,"AA",12953,13930,"1407",,
1,"AA",13930,12953,"2307",39.00,
1,"AA",13930,12953,"2148",0.00,
1,"AA",13930,12953,"2113",,
1,"AA",13930,12953,"2113",,
1,"AA",12953,13930,"1502",,
1,"AA",12953,13930,"",,
1,"AA",12953,13930,"1452",,
1,"AA",12953,13930,"",,
1,"AA",12953,13930,"",,
1,"AA",12953,13930,"1555",,
1,"AA",12953,13930,"1551",,
1,"AA",12953,13930,"1554",,
1,"AA",13930,12953,"2204",38.00,
1,"AA",13930,12953,"2112",0.00,
1,"AA",13930,12953,"2014",,
1,"AA",13930,12953,"1957",,
1,"AA",12953,13930,"1700",0.00,
1,"AA",12953,13930,"",,
1,"AA",12953,13930,"1654",,
1,"AA",12953,13930,"1654",,
1,"AA",13930,12953,"",,
1,"AA",13930,12953,"1927",0.00,
1,"AA",13930,12953,"1901",,
1,"AA",13930,12953,"1900",,
1,"AA",12953,13930,"1850",0.00,
1,"AA",12953,13930,"1808",,
1,"AA",12953,13930,"1757",,
1,"AA",12953,13930,"1805",,
1,"AA",13930,12953,"1819",19.00,
1,"AA",13930,12953,"1850",0.00,
1,"AA",13930,12953,"1808",,
1,"AA",13930,12953,"1755",,
1,"AA",12953,13930,"2128",0.00,
1,"AA",12953,13930,"2103",,
1,"AA",12953,13930,"2054",,
1,"AA",12953,13930,"2057",,
1,"AA",13930,12953,"",,
1,"AA",13930,12953,"",,
1,"AA",13930,12953,"1724",,
1,"AA",13930,12953,"1729",,
1,"AA",12953,13930,"1949",0.00,
1,"AA",12953,13930,"1936",0.00,
1,"AA",12953,13930,"1851",,
1,"AA",12953,13930,"1850",,
1,"AA",13930,12953,"1738",34.00,
1,"AA",13930,12953,"1700",0.00,
1,"AA",13930,12953,"1655",,
1,"AA",13930,12953,"1700",,
1,"AA",12953,13930,"",,
1,"AA",12953,13930,"2003",,
1,"AA",12953,13930,"2004",,
1,"AA",12953,13930,"1954",,
1,"AA",13930,12953,"",,
1,"AA",13930,12953,"",,
1,"AA",13930,12953,"1555",,
1,"AA",13930,12953,"1559",,
1,"AA",13930,12953,"1602",0.00,
1,"AA",13930,12953,"1651",42.00,
1,"AA",13930,12953,"1527",,
1,"AA",13930,12953,"1526",,
1,"AA",13930,12953,"1515",,
1,"AA",13930,12953,"1551",0.00,
1,"AA",13930,12953,"1451",,
1,"AA",13930,12953,"1505",,
1,"AA",13930,12953,"",,
1,"AA",13930,12953,"1423",0.00,
1,"AA",13930,12953,"1354",,
1,"AA",13930,12953,"1404",,
1,"AA",13930,12953,"1256",,
1,"AA",13930,12953,"1257",,
1,"AA",13930,12953,"1256",,
1,"AA",13930,12953,"1300",,
1,"AA",13930,12953,"1154",,
1,"AA",13930,12953,"1234",0.00,
1,"AA",13930,12953,"1213",,
1,"AA",13930,12953,"1155",,
1,"AA",13930,12953,"",,
1,"AA",13930,12953,"",,
1,"AA",13930,12953,"1124",,
1,"AA",13930,12953,"1057",,
1,"AA",13930,12953,"",,
1,"AA",13930,12953,"0953",,
1,"AA",13930,12953,"0956",,
1,"AA",13930,12953,"",,
1,"AA",13930,12953,"0921",,
1,"AA",13930,12953,"0853",,
1,"AA",13930,12953,"0916",,
1,"AA",13930,12953,"0901",,
1,"AA",13930,12953,"0800",,
1,"AA",13930,12953,"0755",,
1,"AA",13930,12953,"0826",0.00,
1,"AA",13930,12953,"0810",,
1,"AA",13930,12953,"0658",,
1,"AA",13930,12953,"0657",,
1,"AA",13930,12953,"",,
1,"AA",13930,12953,"0659",,
1,"AA",13930,12953,"0603",0.00,
1,"AA",13930,12953,"0556",,
1,"AA",13930,12953,"0554",,
1,"AA",13930,12953,"0600",,
1,"AA",15024,12478,"1434",,
1,"AA",15024,12478,"1438",,
1,"AA",15024,12478,"1435",,
1,"AA",15024,12478,"1444",0.00,
1,"AA",12478,13303,"1507",,
1,"AA",12478,13303,"1529",0.00,
1,"AA",12478,13303,"1438",,
1,"AA",12478,13303,"1508",,
1,"AA",12953,13303,"0724",,
1,"AA",12953,13303,"0658",,
1,"AA",12953,13303,"0707",,
1,"AA",12953,13303,"0700",,
1,"AA",12953,14027,"1453",0.00,
1,"AA",12953,14027,"1451",,
1,"AA",12953,14027,"1450",,
1,"AA",12953,14027,"1451",,
1,"AA",12953,10693,"1324",,
1,"AA",12953,10693,"1326",,
1,"AA",12953,10693,"1325",,
1,"AA",12953,10693,"1318",,
1,"AA",12953,13198,"1915",,
1,"AA",12953,13198,"1930",0.00,
1,"AA",12953,13198,"1857",,
1,"AA",12953,13198,"1844",,
1,"AA",13303,12478,"0733",,
1,"AA",13303,12478,"0737",,
1,"AA",13303,12478,"0733",,
1,"AA",13303,12478,"0731",,
1,"AA",14107,12478,"2231",,
1,"AA",14107,12478,"2239",,
1,"AA",14107,12478,"2243",,
1,"AA",14107,12478,"2240",,
1,"AA",12953,15304,"1841",,
1,"AA",12953,15304,"1841",,
1,"AA",12953,15304,"1904",0.00,
1,"AA",12953,15304,"1836",,
1,"AA",12953,13232,"1149",0.00,
1,"AA",12953,13232,"1028",,
1,"AA",12953,13232,"1032",,
1,"AA",12953,13232,"1034",,
1,"AA",13232,12953,"1326",0.00,
1,"AA",13232,12953,"1245",,
1,"AA",13232,12953,"1247",,
1,"AA",13232,12953,"1246",,
1,"AA",15016,12953,"1329",0.00,
1,"AA",15016,12953,"1325",0.00,
1,"AA",15016,12953,"1400",0.00,
1,"AA",15016,12953,"1324",,
1,"AA",11298,12478,"1731",,
1,"AA",11298,12478,"1743",,
1,"AA",11298,12478,"1732",,
1,"AA",11298,12478,"1800",20.00,
1,"AA",14843,12478,"1626",,
1,"AA",14843,12478,"1643",,
1,"AA",14843,12478,"1629",,
1,"AA",14843,12478,"1633",,
1,"AA",11697,12953,"1441",,
1,"AA",11697,12953,"1515",0.00,
1,"AA",11697,12953,"1448",,
1,"AA",11697,12953,"1444",,
1,"AA",12953,14027,"1128",,
1,"AA",12953,14027,"1150",0.00,
1,"AA",12953,14027,"1123",,
1,"AA",12953,14027,"1115",,
1,"AA",14027,12953,"1521",,
1,"AA",14027,12953,"1613",14.00,
1,"AA",14027,12953,"1512",0.00,
1,"AA",14027,12953,"1505",,
1,"AA",12478,14843,"1545",,
1,"AA",12478,14843,"1640",0.00,
1,"AA",12478,14843,"1615",0.00,
1,"AA",12478,14843,"1535",,
1,"AA",14843,12478,"1120",0.00,
1,"AA",14843,12478,"1300",0.00,
1,"AA",14843,12478,"0955",,
1,"AA",14843,12478,"0959",,
1,"AA",12478,15024,"0808",,
1,"AA",12478,15024,"0806",,
1,"AA",12478,15024,"0815",,
1,"AA",12478,15024,"0809",,
1,"AA",15016,12953,"1806",,
1,"AA",15016,12953,"1810",,
1,"AA",15016,12953,"1805",,
1,"AA",15016,12953,"1808",,
1,"AA",12478,14843,"0723",,
1,"AA",12478,14843,"0705",0.00,
1,"AA",12478,14843,"0709",,
1,"AA",12478,14843,"0704",,
1,"AA",11298,12953,"0639",,
1,"AA",11298,12953,"0636",,
1,"AA",11298,12953,"0638",,
1,"AA",11298,12953,"0636",,
1,"AA",12953,11298,"0554",,
1,"AA",12953,11298,"0555",,
1,"AA",12953,11298,"0611",,
1,"AA",12953,11298,"0553",,
1,"AA",11298,12953,"0746",,
1,"AA",11298,12953,"0743",0.00,
1,"AA",11298,12953,"0741",,
1,"AA",11298,12953,"0744",,
1,"AA",12953,11298,"0621",,
1,"AA",12953,11298,"0618",,
1,"AA",12953,11298,"0622",,
1,"AA",12953,11298,"0618",,
1,"AA",11298,12953,"0847",,
1,"AA",11298,12953,"",,
1,"AA",11298,12953,"",,
1,"AA",11298,12953,"0852",,
1,"AA",11298,12953,"",,
1,"AA",11298,12953,"0946",,
1,"AA",11298,12953,"0945",,
1,"AA",11298,12953,"0945",,
1,"AA",11298,12953,"1042",,
1,"AA",11298,12953,"1043",,
1,"AA",11298,12953,"1038",,
1,"AA",11298,12953,"1041",,
1,"AA",12953,11298,"0759",,
1,"AA",12953,11298,"0801",0.00,
1,"AA",12953,11298,"0803",0.00,
1,"AA",12953,11298,"0759",,
1,"AA",12953,11298,"0908",0.00,
1,"AA",12953,11298,"0845",,
1,"AA",12953,11298,"0851",0.00,
1,"AA",12953,11298,"0847",,
1,"AA",11298,12953,"1148",,
1,"AA",11298,12953,"1208",0.00,
1,"AA",11298,12953,"1158",,
1,"AA",11298,12953,"1212",,
1,"AA",12953,11298,"1056",,
1,"AA",12953,11298,"1055",0.00,
1,"AA",12953,11298,"1042",,
1,"AA",12953,11298,"1036",,
1,"AA",11298,12953,"1309",0.00,
1,"AA",11298,12953,"1246",,
1,"AA",11298,12953,"1310",,
1,"AA",11298,12953,"1318",3.00,
1,"AA",11298,12953,"1501",0.00,
1,"AA",11298,12953,"1415",,
1,"AA",11298,12953,"1415",,
1,"AA",11298,12953,"1529",20.00,
1,"AA",12953,11298,"1137",,
1,"AA",12953,11298,"1136",0.00,
1,"AA",12953,11298,"1130",,
1,"AA",12953,11298,"1133",0.00,
1,"AA",11298,12953,"1539",,
1,"AA",11298,12953,"1546",0.00,
1,"AA",11298,12953,"1542",,
1,"AA",11298,12953,"1556",10.00,
1,"AA",12953,11298,"1243",,
1,"AA",12953,11298,"1318",0.00,
1,"AA",12953,11298,"1238",,
1,"AA",12953,11298,"1238",0.00,
1,"AA",12953,11298,"1359",,
1,"AA",12953,11298,"",,
1,"AA",12953,11298,"",,
1,"AA",12953,11298,"1351",0.00,
1,"AA",11298,12953,"1605",,
1,"AA",11298,12953,"1611",,
1,"AA",11298,12953,"1606",,
1,"AA",11298,12953,"1625",9.00,
1,"AA",12953,11298,"",,
1,"AA",12953,11298,"1457",0.00,
1,"AA",12953,11298,"1448",0.00,
1,"AA",12953,11298,"1449",,
1,"AA",12197,13930,"2006",7.00,
1,"AA",12197,13930,"1938",0.00,
1,"AA",12197,13930,"1824",,
1,"AA",12197,13930,"1822",,
1,"AA",12953,11298,"1539",,
1,"AA",12953,11298,"1532",,
1,"AA",12953,11298,"1538",,
1,"AA",12953,11298,"1529",,
1,"AA",11298,12953,"1815",0.00,
1,"AA",11298,12953,"",,
1,"AA",11298,12953,"1812",,
1,"AA",11298,12953,"1845",10.00,
1,"AA",11298,12953,"1846",,
1,"AA",11298,12953,"1906",,
1,"AA",11298,12953,"1853",,
1,"AA",11298,12953,"1934",9.00,
1,"AA",12953,11298,"1650",,
1,"AA",12953,11298,"1710",0.00,
1,"AA",12953,11298,"1923",0.00,
1,"AA",12953,11298,"1653",,
1,"AA",13930,12197,"2047",45.00,
1,"AA",13930,12197,"2042",0.00,
1,"AA",13930,12197,"2033",0.00,
1,"AA",13930,12197,"1953",,
1,"AA",11298,12953,"2053",,
1,"AA",11298,12953,"2044",,
1,"AA",11298,12953,"2056",,
1,"AA",11298,12953,"2109",22.00,
1,"AA",12953,11298,"1804",,
1,"AA",12953,11298,"1751",,
1,"AA",12953,11298,"1824",,
1,"AA",12953,11298,"1802",,
1,"AA",12953,11298,"1958",0.00,
1,"AA",12953,11298,"1921",,
1,"AA",12953,11298,"2029",0.00,
1,"AA",12953,11298,"2013",0.00,
1,"AA",11697,12953,"1158",0.00,
1,"AA",11697,12953,"1226",0.00,
1,"AA",11697,12953,"1139",0.00,
1,"AA",11697,12953,"1156",,
1,"AA",13930,12197,"1316",,
1,"AA",13930,12197,"1340",,
1,"AA",13930,12197,"1317",,
1,"AA",13930,12197,"1319",,
1,"AA",13303,12953,"2111",0.00,
1,"AA",13303,12953,"2021",,
1,"AA",13303,12953,"2023",,
1,"AA",13303,12953,"2018",,
1,"AA",12478,13303,"0616",,
1,"AA",12478,13303,"0620",,
1,"AA",13303,12478,"1319",,
1,"AA",13303,12478,"1320",,
1,"AA",13303,12478,"1320",,
1,"AA",13303,12478,"1320",,
1,"AA",12478,13303,"1443",0.00,
1,"AA",12478,13303,"",,
1,"AA",12478,13303,"1223",14.00,
1,"AA",12478,13303,"",,
1,"AA",12953,15304,"0838",,
1,"AA",12953,15304,"0832",,
1,"AA",12953,15304,"0824",,
1,"AA",12953,15304,"0830",,
1,"AA",15304,12953,"1231",,
1,"AA",15304,12953,"1232",,
1,"AA",15304,12953,"1226",,
1,"AA",15304,12953,"1230",,
1,"AA",11298,12478,"0902",,
1,"AA",11298,12478,"0843",,
1,"AA",11298,12478,"0840",,
1,"AA",11298,12478,"0844",,
1,"AA",10693,12953,"0724",,
1,"AA",10693,12953,"0758",0.00,
1,"AA",10693,12953,"0725",,
1,"AA",10693,12953,"0722",,
1,"AA",12953,13303,"0618",,
1,"AA",12953,13303,"0621",,
1,"AA",12953,13303,"0642",,
1,"AA",12953,13303,"0616",,
1,"AA",12197,13930,"1235",,
1,"AA",12197,13930,"1236",0.00,
1,"AA",12197,13930,"1236",,
1,"AA",12197,13930,"1252",,
1,"AA",14027,12953,"1050",,
1,"AA",14027,12953,"1047",0.00,
1,"AA",14027,12953,"1200",0.00,
1,"AA",14027,12953,"1050",,
1,"AA",12953,13303,"1443",,
1,"AA",12953,13303,"1438",,
1,"AA",12953,13303,"1438",,
1,"AA",12953,13303,"1439",,
1,"AA",12953,13303,"1714",,
1,"AA",12953,13303,"1714",,
1,"AA",12953,13303,"1711",,
1,"AA",12953,13303,"1713",,
1,"AA",13198,12953,"1820",,
1,"AA",13198,12953,"1822",,
1,"AA",13198,12953,"1825",0.00,
1,"AA",13198,12953,"1854",,
1,"AA",12478,14843,"2122",,
1,"AA",12478,14843,"2119",,
1,"AA",12478,14843,"2126",,
1,"AA",12478,14843,"2136",,
1,"AA",12478,11298,"1401",,
1,"AA",12478,11298,"1343",,
1,"AA",12478,11298,"1348",,
1,"AA",12478,11298,"1338",0.00,
1,"AA",12953,14027,"0717",,
1,"AA",12953,14027,"0701",,
1,"AA",12953,14027,"0713",0.00,
1,"AA",12953,14027,"0705",,
1,"AA",12953,13204,"0901",0.00,
1,"AA",12953,13204,"0848",,
1,"AA",12953,13204,"0845",,
1,"AA",12953,13204,"0848",,
1,"AA",13303,12953,"0715",,
1,"AA",13303,12953,"0709",,
1,"AA",13303,12953,"0720",,
1,"AA",13303,12953,"0708",,
1,"AA",12197,13930,"0943",20.00,
1,"AA",12197,13930,"0916",,
1,"AA",12197,13930,"0926",,
1,"AA",15304,12953,"1812",,
1,"AA",15304,12953,"1820",,
1,"AA",15304,12953,"1852",0.00,
1,"AA",15304,12953,"1900",0.00,
1,"AA",13930,12197,"0900",,
1,"AA",13930,12197,"0851",,
1,"AA",13930,12197,"0901",,
1,"AA",12953,13495,"1042",,
1,"AA",12953,13495,"1045",,
1,"AA",12953,13495,"1040",,
1,"AA",12953,13495,"1039",,
1,"AA",13303,12953,"1908",,
1,"AA",13303,12953,"1904",,
1,"AA",13303,12953,"1951",0.00,
1,"AA",13303,12953,"1913",,
1,"AA",12953,13204,"1823",,
1,"AA",12953,13204,"1837",,
1,"AA",12953,13204,"1832",,
1,"AA",12953,13204,"1841",,
1,"AA",13930,12197,"",,
1,"AA",13930,12197,"",,
1,"AA",13930,12197,"1846",,
1,"AA",13930,12197,"1857",,
1,"AA",13204,12953,"0756",,
1,"AA",13204,12953,"0749",,
1,"AA",13204,12953,"0742",,
1,"AA",13204,12953,"0753",,
1,"AA",13930,12197,"",,
1,"AA",13930,12197,"1736",,
1,"AA",13930,12197,"1747",,
1,"AA",13930,12197,"1802",0.00,
1,"AA",13204,12953,"1448",,
1,"AA",13204,12953,"1518",0.00,
1,"AA",13204,12953,"1449",,
1,"AA",13204,12953,"1443",,
1,"AA",13303,12478,"1659",,
1,"AA",13303,12478,"1708",0.00,
1,"AA",13303,12478,"1658",,
1,"AA",13303,12478,"1836",0.00,
1,"AA",12478,13303,"1724",,
1,"AA",12478,13303,"1717",,
1,"AA",12478,13303,"1722",,
1,"AA",12478,13303,"1717",,
1,"AA",13198,12953,"0728",,
1,"AA",13198,12953,"0727",,
1,"AA",13198,12953,"0728",,
1,"AA",13198,12953,"0731",,
1,"AA",12197,13930,"",,
1,"AA",12197,13930,"",,
1,"AA",12197,13930,"1609",,
1,"AA",12197,13930,"1611",,
1,"AA",14843,12478,"1315",,
1,"AA",14843,12478,"1309",,
1,"AA",14843,12478,"1314",,
1,"AA",14843,12478,"1301",0.00,
1,"AA",12478,11298,"1746",,
1,"AA",12478,11298,"1738",,
1,"AA",12478,11298,"1743",,
1,"AA",12478,11298,"1740",,
1,"AA",12191,12953,"1424",0.00,
1,"AA",12191,12953,"",,
1,"AA",12191,12953,"1341",,
1,"AA",12191,12953,"1345",,
1,"AA",15304,12953,"0728",,
1,"AA",15304,12953,"0725",,
1,"AA",15304,12953,"0721",,
1,"AA",15304,12953,"0721",,
1,"AA",10693,12953,"1538",,
1,"AA",10693,12953,"1537",,
1,"AA",10693,12953,"1536",,
1,"AA",10693,12953,"1539",,
1,"AA",12953,13198,"0650",,
1,"AA",12953,13198,"0649",,
1,"AA",12953,13198,"0657",,
1,"AA",12953,13198,"0652",,
1,"AA",12191,12953,"1753",,
1,"AA",12191,12953,"1752",,
1,"AA",12191,12953,"1744",,
1,"AA",12191,12953,"1739",,
1,"AA",11697,12953,"2009",,
1,"AA",11697,12953,"2016",,
1,"AA",11697,12953,"2021",,
1,"AA",11697,12953,"1959",,
1,"AA",12478,14843,"1348",0.00,
1,"AA",12478,14843,"1539",0.00,
1,"AA",12478,14843,"1234",0.00,
1,"AA",12478,14843,"1227",,
1,"AA",14843,12478,"2258",,
1,"AA",14843,12478,"",,
1,"AA",14843,12478,"2255",,
1,"AA",14843,12478,"2245",,
1,"AA",13495,12953,"1114",0.00,
1,"AA",13495,12953,"1009",,
1,"AA",13495,12953,"1014",,
1,"AA",13495,12953,"1044",16.00,
1,"AA",13303,12478,"1053",,
1,"AA",13303,12478,"1051",,
1,"AA",13303,12478,"1232",0.00,
1,"AA",13303,12478,"1049",,
1,"AA",14027,12953,"2003",0.00,
1,"AA",14027,12953,"1840",,
1,"AA",14027,12953,"1845",,
1,"AA",14027,12953,"1843",,
1,"AA",12197,13930,"0603",,
1,"AA",12197,13930,"0556",,
1,"AA",12197,13930,"0606",,
1,"AA",12197,13930,"0556",,
1,"AA",12953,11697,"1045",,
1,"AA",12953,11697,"1110",0.00,
1,"AA",12953,11697,"1043",,
1,"AA",12953,11697,"1046",,
1,"AA",13303,12953,"1319",,
1,"AA",13303,12953,"1326",,
1,"AA",13303,12953,"1321",,
1,"AA",13303,12953,"1328",,
1,"AA",12953,10693,"1927",,
1,"AA",12953,10693,"1934",,
